lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
euc_bnc_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.154,-0.31,-0.022,0.0356205440516944,-0.55,0,1169
euc_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.03,-0.204,0.155,0.0245470395384678,-0.53,0.001,1172.3
euc_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.103,-0.266,0.052,0.0294215333650434,-0.57,0,1169.9
euc_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.083,-0.257,0.09,0.026932301316599,-0.55,0,1170.4
euc_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.465,-0.581,-0.341,0.00260279680992484,0,0.002,1173.7
euc_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.394,-0.516,-0.25,0.00459673140755428,0,0.046,1179.7
euc_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.424,-0.539,-0.319,0.00272372780572816,0,0.014,1177.5
euc_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.411,-0.524,-0.278,0.00330705723498784,0,0.027,1178.7
euc_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.016,-0.209,0.225,-0.0903059370307614,22.94,0.3,1182.8
euc_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.131,-0.083,0.308,-0.157779335744934,120.41,0.002,1173.3
euc_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.122,-0.098,0.352,-0.101645425254499,57.28,0.028,1178.8
euc_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.148,-0.047,0.345,-0.072681039060869,77.58,0.008,1176.4
euc_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.003,-0.253,0.212,-0.0718163865927805,17.11,0.429,1183.3
euc_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.086,-0.306,0.086,-0.0738808547969444,76.63,0.026,1178.7
euc_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.004,-0.187,0.211,-0.036433051790464,34.19,0.139,1181.6
euc_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.021,-0.226,0.199,-0.0742488990015853,48.93,0.07,1180.5
euc_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.061,-0.14,0.27,-0.0870039383908926,23.74,0.264,1182.6
euc_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.178,-0.348,0.033,-0.0376331748380435,50.24,0.102,1181.1
euc_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.023,-0.205,0.232,-0.0615796197366888,33.19,0.125,1181.4
euc_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.085,-0.271,0.088,-0.0370057766113786,35.76,0.14,1181.6
euc_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.032,-0.183,0.211,-0.0705216731759183,24.56,0.286,1182.7
euc_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.172,-0.043,0.386,-0.138550026188446,92.44,0.006,1175.8
euc_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.191,-0.007,0.384,-0.135104952823161,57.47,0.037,1179.3
euc_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.266,0.105,0.431,-0.0780106944332751,71.39,0.014,1177.5
euc_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.06,-0.178,0.279,-0.0809696113752722,20.42,0.36,1183.1
euc_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.273,-0.43,-0.086,-0.0259203022124023,22.65,0.416,1183.3
euc_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.031,-0.204,0.23,-0.0297080982483717,34.17,0.091,1180.9
euc_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.092,-0.297,0.116,-0.03986384210067,31.46,0.131,1181.5
cor_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.1,-0.327,0.131,-0.0687240925765123,-50.24,0.618,1183.7
cor_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.212,0.014,0.382,-0.190914442484067,76.39,0.277,1182.7
cor_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.113,-0.067,0.297,-0.16597481500349,44.04,0.508,1183.5
cor_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.129,-0.045,0.301,-0.196263375059093,47.61,0.494,1183.5
cor_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.06,-0.24,0.123,-0.0814268651674411,-43.69,0.688,1183.8
cor_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.193,-0.012,0.391,-0.194377476545754,62.8,0.393,1183.2
cor_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.123,-0.058,0.294,-0.15748228378205,43.92,0.589,1183.7
cor_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.226,0.051,0.409,-0.209288294816273,95.33,0.213,1182.3
cor_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.062,-0.252,0.115,-0.0823406389013217,-59.78,0.612,1183.7
cor_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.186,0.004,0.364,-0.203385495041695,76.77,0.308,1182.9
cor_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.098,-0.076,0.301,-0.156911391571155,35.64,0.647,1183.7
cor_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.168,-0.024,0.336,-0.192892177665884,64.12,0.368,1183.1
cor_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.018,-0.195,0.21,-0.114649046991541,8.93,0.909,1184
cor_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.196,0.003,0.396,-0.190015508993938,55.85,0.323,1182.9
cor_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.079,-0.129,0.307,-0.178100006452213,45.16,0.47,1183.4
cor_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.165,-0.051,0.368,-0.197444241993504,60.38,0.289,1182.8
cor_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.067,-0.258,0.126,-0.0772756860768509,-76.77,0.519,1183.5
cor_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.187,-0.031,0.343,-0.188612554966859,76.31,0.303,1182.8
cor_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.165,-0.042,0.356,-0.184887989103339,62.55,0.459,1183.4
cor_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.202,-0.006,0.382,-0.224532678659428,99.23,0.208,1182.3
cor_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.335,-0.489,-0.163,0.011047223274121,-62.74,0.471,1183.4
cor_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.357,-0.511,-0.234,0.0334326049021723,-608.68,0.157,1181.8
cor_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.336,-0.471,-0.176,0.0362855552141595,-115.18,0.509,1183.5
cor_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.344,-0.477,-0.202,0.0410356590081035,-265.17,0.34,1183
cor_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.473,-0.598,-0.327,0.0321496021528788,-714.74,0.004,1175
cor_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.459,-0.601,-0.305,0.0248226436291993,-594.73,0.006,1176
cor_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.48,-0.595,-0.349,0.0402642734092449,-762.8,0.001,1172.9
cor_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.472,-0.602,-0.323,0.0314147261086757,-685.75,0.003,1174.2
cor_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.491,-0.621,-0.372,0.125040172529151,-2497.11,0.013,1177.4
cor_bnc_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.052,-0.271,0.158,-0.0636729174436595,57.64,0.932,1184
cor_bnc_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.306,-0.504,-0.089,0.0185160118826612,-1081.29,0.176,1182
cor_bnc_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.212,-0.406,-0.036,-0.0247539439734487,-675.69,0.345,1183
cor_bnc_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.417,-0.545,-0.262,0.103427783633201,-2326.75,0.077,1180.6
cor_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.145,-0.044,0.311,-0.119135127889056,1016.41,0.286,1182.7
cor_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.173,-0.376,0.052,-0.0395713407207588,-727.02,0.534,1183.6
cor_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.063,-0.294,0.181,-0.0866563440078693,-201.44,0.847,1183.9
cor_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.351,-0.475,-0.205,0.26903074941367,-195346.74,0,1160.7
cor_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.253,0.067,0.433,-0.169686355626178,8145.06,0.05,1179.9
cor_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.189,-0.064,0.375,-0.176322397035146,5199.54,0.276,1182.7
cor_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.126,-0.129,0.313,-0.282733335898993,5631.4,0.275,1182.7
cor_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.022,-0.222,0.199,-0.12125311392306,25.79,0.816,1183.9
cor_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.147,-0.058,0.313,-0.241976221037885,270.03,0.067,1180.4
cor_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.044,-0.132,0.251,-0.155877051679834,115.72,0.341,1183
cor_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.124,-0.051,0.287,-0.138198452529051,224.43,0.098,1181
cor_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.069,-0.25,0.133,-0.116325934833354,2.27,0.986,1184
cor_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.005,-0.223,0.234,-0.150286262594135,190,0.227,1182.4
cor_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.055,-0.264,0.168,-0.0732513446887955,25.85,0.842,1183.9
cor_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.036,-0.229,0.154,-0.13374431668317,80.77,0.545,1183.6
cor_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.002,-0.224,0.212,-0.151801554100893,68.86,0.636,1183.7
cor_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.03,-0.255,0.177,-0.101932631832423,203.53,0.232,1182.4
cor_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.052,-0.245,0.164,-0.128306715451273,43.3,0.763,1183.9
cor_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.094,-0.292,0.105,-0.0870446586119433,70.47,0.643,1183.7
cor_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.096,-0.298,0.117,-0.0952439092690531,-10.78,0.921,1184
cor_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.18,-0.02,0.356,-0.205685432625185,226.44,0.068,1180.4
cor_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.106,-0.129,0.325,-0.182916434766251,89.37,0.44,1183.3
cor_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.213,-0.013,0.403,-0.0903020610595857,149.77,0.212,1182.3
cor_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.007,-0.183,0.156,-0.135194962394886,27.99,0.856,1183.9
cor_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.118,-0.32,0.089,-0.0884591598273269,130.16,0.475,1183.4
cor_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.028,-0.214,0.161,-0.0705127933122615,92.22,0.568,1183.6
cor_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.111,-0.302,0.09,-0.113211603618436,94.45,0.58,1183.6
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.479,-0.604,-0.365,-0.013905122973941,-330.85,0.025,1178.6
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.509,-0.616,-0.387,-0.0167109922783401,-360.04,0.01,1176.9
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.526,-0.643,-0.367,0.0247334898088676,-515.57,0.001,1172.2
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.618,-0.712,-0.502,0.0052941979563628,-441.32,0,1160.6
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.463,-0.572,-0.33,-0.00250731280508673,-466.95,0.016,1177.7
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.587,-0.671,-0.496,0.00668072548873897,-609.62,0,1166.3
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.479,-0.602,-0.334,-0.0138898539856878,-331.65,0.024,1178.5
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.51,-0.62,-0.387,-0.0166614547277141,-360.76,0.01,1176.9
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.526,-0.655,-0.346,0.0248067222993508,-515.53,0.001,1172.2
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.618,-0.717,-0.513,0.00531946299137033,-441.44,0,1160.6
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.462,-0.573,-0.332,-0.00259980142361993,-463.17,0.017,1177.8
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.586,-0.685,-0.484,0.00661334630211045,-608.69,0,1166.4
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.375,-0.516,-0.236,-0.0187983453387059,-2.66,0.213,1182.3
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.442,-0.553,-0.334,-0.0209598886744024,-3.66,0.081,1180.7
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.268,-0.433,-0.09,0.0259036815500879,-0.14,0.928,1184
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.461,-0.589,-0.325,0.0144419218396562,-2.52,0.032,1179
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.392,-0.528,-0.244,-0.000988465401822249,-1.07,0.026,1178.6
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.594,-0.69,-0.459,0.0052161415008312,-1.84,0,1164
cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.282,-0.432,-0.142,-0.0478412240573369,-144.46,0.269,1182.7
cos_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.286,-0.458,-0.086,-0.0481560448273562,-147.08,0.262,1182.6
euc_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.21,-0.364,-0.014,-0.0412384990143565,-21.91,0.367,1183.1
ukwac_conditional_probability_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.086,-0.127,0.267,0.0271214454865663,43348.99,0.098,1180.4
ukwac_conditional_probability_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.491,-0.612,-0.359,0.109691763600968,-186312.04,0.005,1174.7
ukwac_conditional_probability_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.287,-0.526,-0.019,0.101163140302284,-52236.59,0.396,1182.5
ukwac_conditional_probability_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.417,-0.569,-0.229,0.117103834692769,-141402.1,0.039,1178.7
ukwac_log_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.182,0.012,0.365,0.0391575172272416,-4.18,0.838,1183.3
ukwac_log_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.089,-0.078,0.235,-0.016809304944803,-26.84,0.33,1182.3
ukwac_log_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.087,-0.11,0.264,0.0259166115636328,-22.65,0.342,1182.3
ukwac_log_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.104,-0.068,0.287,-0.00709846232625033,-20.43,0.43,1182.6
ukwac_pmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.076,-0.158,0.252,0.0563383429053963,10.04,0.132,1180.9
ukwac_pmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.054,-0.271,0.119,-0.0284690015177858,19.63,0.04,1178.8
ukwac_pmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.043,-0.255,0.167,0.0337149722543696,11.01,0.135,1180.9
ukwac_pmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.025,-0.271,0.176,-0.012637953643886,16.84,0.048,1179.1
ukwac_ppmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.238,0.082,0.403,-0.00888682086515142,22.11,0.026,1178
ukwac_ppmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.044,-0.209,0.258,0.0010423110288629,30.72,0.074,1179.9
ukwac_ppmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.168,-0.03,0.349,-0.0064192314476255,33.66,0.014,1176.8
ukwac_ppmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.109,-0.103,0.288,0.0068901443405643,30.88,0.043,1178.9
ukwac_probability_ratio_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.191,0.025,0.354,0.00129435706301165,2.97,0.024,1177.8
ukwac_probability_ratio_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.074,-0.128,0.259,0.00517510658670565,20.68,0.024,1177.8
ukwac_probability_ratio_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.147,-0.052,0.331,0.0178113536529935,7.92,0.031,1178.3
ukwac_probability_ratio_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.128,-0.063,0.286,0.0122009302409328,12.77,0.027,1178
cos_ukwac_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.067,-0.267,0.148,0.0322487205717781,-21.79,0.83,1183.3
cos_ukwac_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.144,-0.314,0.037,-0.0228103517998902,-179.97,0.033,1178.4
cos_ukwac_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.072,-0.26,0.13,0.0258316611366867,-75.93,0.423,1182.6
cos_ukwac_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.132,-0.344,0.073,0.00172402487680297,-140.61,0.101,1180.4
cos_ukwac_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.118,-0.318,0.107,0.0366118251080361,-86.76,0.452,1182.7
cos_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.149,-0.342,0.058,-0.0238497314010873,-192.27,0.041,1178.8
cos_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.12,-0.328,0.052,0.0593560926163741,-124.49,0.243,1181.8
cos_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.169,-0.359,0.02,0.0380357010631356,-191.37,0.047,1179.1
cos_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.144,-0.332,0.066,0.00175841997964565,-108.21,0.416,1182.6
cos_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.163,-0.347,0.023,-0.00585232968182278,-216.35,0.043,1178.9
cos_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.119,-0.317,0.11,0.0547402523046566,-128.35,0.246,1181.9
cos_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.19,-0.359,-0.013,0.0285826879589447,-216.59,0.038,1178.7
cos_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.008,-0.229,0.211,0.0665339164037034,-8.76,0.927,1183.3
cos_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.029,-0.16,0.221,-0.00666433781707156,-71.81,0.274,1182
cos_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.036,-0.236,0.177,0.0835781349266445,-78.76,0.331,1182.3
cos_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.004,-0.167,0.191,0.0254046524237181,-66.11,0.347,1182.4
cos_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.15,-0.353,0.06,0.00791529438525184,-62.4,0.701,1183.1
cos_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.01,-0.203,0.197,0.0471349633125821,-166.1,0.18,1181.4
cos_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.088,-0.306,0.109,0.0785191643712475,-64.08,0.624,1183
cos_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.055,-0.135,0.229,0.0394996052578931,-63.75,0.594,1183
cos_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.535,-0.635,-0.417,0.00158614690415534,-306.15,0.003,1173.6
cos_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.211,0.024,0.425,0.0609173550206644,771.65,0.076,1179.9
cos_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.08,-0.307,0.128,0.0355887697346294,184.4,0.378,1182.5
cos_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.109,-0.135,0.31,0.0578884920830482,523.46,0.092,1180.3
cos_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.336,-0.47,-0.192,0.0988954538068861,-305,0.249,1181.9
cos_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.21,-0.379,-0.051,0.129856669962366,-362.85,0.167,1181.3
cos_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.27,-0.433,-0.071,0.112604420931223,-307.3,0.269,1182
cos_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.27,-0.442,-0.088,0.120547635360131,-376.11,0.167,1181.3
cos_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.151,-0.275,0.022,0.0668425567091773,-773.99,0.373,1182.5
cos_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.103,-0.064,0.285,0.0142674369612284,-170.34,0.861,1183.3
cos_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.021,-0.158,0.21,0.0219502662196232,-695.03,0.483,1182.8
cos_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.069,-0.116,0.243,0.0227152751775489,-509.87,0.61,1183
cos_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.13,0.001,0.295,0.100175949091897,981.69,0.45,1182.7
cos_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.245,0.112,0.393,0.0439294225224626,1796.63,0.226,1181.7
cos_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.269,0.114,0.413,0.0540385161576885,1731.01,0.312,1182.2
cos_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.263,0.116,0.404,0.0546330978219946,1696.58,0.301,1182.2
cos_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.203,0.093,0.301,0.0263712349572332,73512.37,0.025,1177.9
cos_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.026,-0.121,0.193,0.0842981516405982,6961.71,0.114,1180.6
cos_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.016,-0.147,0.166,0.124131712996708,9146.4,0.416,1182.6
